Price,Year,Type,Shift,km,Power,Engine,Seller
27900,2006,Diesel,Manual,163000,70,1248,Dealer
32500,2004,Gasoline,Auto,213000,90,1364,Owner
45500,2012,Diesel,Manual,93650,75,1248,Owner
43000,2012,Gasoline,Auto,56900,85,1229,Owner
55000,2016,Gasoline,Auto,15000,90,1398,Owner
28500,2004,LPG,Manual,170000,90,1364,Dealer
44000,2013,Diesel,Manual,84000,75,1248,Owner
51750,2014,Diesel,Manual,67750,51,1201,Owner
31000,1999,Gasoline,Auto,96000,90,1389,Owner
58000,2016,Gasoline,Auto,16000,90,1398,Owner
43950,2014,Diesel,Manual,78000,75,1248,Dealer
40000,2013,Diesel,Manual,131800,75,1248,Dealer
48000,2014,LPG,Manual,35000,100,1364,Owner
51000,2011,Gasoline,Auto,50500,100,1364,Dealer
24500,2003,Gasoline,Auto,179000,75,1199,Dealer
33000,2007,LPG,Auto,200000,76,1201,Owner
24000,2001,LPG,Manual,192193,90,1389,Owner
48500,2016,Gasoline,Manual,15000,70,1229,Dealer
27900,2009,LPG,Manual,114000,80,1229,Dealer
44000,2013,Diesel,Manual,119750,75,1248,Owner
51000,2013,Gasoline,Manual,27000,100,1364,Owner
43250,2008,Gasoline,Auto,113000,90,1364,Dealer
29500,2008,Diesel,Manual,180000,75,1248,Dealer
22000,1997,LPG,Manual,320000,151,1201,Owner
26500,2005,Diesel,Manual,225000,70,1248,Dealer
18750,2004,Diesel,Manual,260000,70,1248,Owner
19500,1998,LPG,Manual,197000,90,1389,Dealer
49950,2016,Gasoline,Manual,26000,70,1229,Owner
31500,2004,LPG,Manual,158000,76,1201,Owner
43000,2011,Gasoline,Auto,70000,100,1364,Dealer
33500,2009,Gasoline,Manual,108500,76,1201,Owner
43000,2012,Gasoline,Auto,45000,85,1229,Owner
37000,2008,Gasoline,Auto,80500,76,1401,Owner
43450,2012,Gasoline,Manual,71000,100,1364,Owner
41000,2008,Gasoline,Auto,82000,76,1201,Owner
44000,2014,Diesel,Manual,133470,75,1248,Dealer
44000,2013,Diesel,Manual,67000,75,1248,Dealer
41000,2014,Diesel,Manual,165000,75,1248,Dealer
62000,2016,Gasoline,Auto,23000,76,1201,Owner
40750,2011,Diesel,Manual,111000,76,1201,Dealer
21000,2001,LPG,Manual,201350,90,1389,Owner
30900,2006,LPG,Auto,160000,80,1229,Dealer
32000,2004,Gasoline,Manual,116000,76,1201,Owner
48500,2014,Diesel,Manual,46000,75,1248,Dealer
57750,2015,Gasoline,Auto,23350,90,1398,Dealer
27500,2004,Gasoline,Manual,150000,75,1199,Dealer
46900,2012,Diesel,Manual,31000,75,1248,Dealer
54000,2016,Gasoline,Auto,20000,90,1398,Dealer
14750,1998,LPG,Manual,258354,90,1389,Dealer
29000,2003,Gasoline,Auto,115000,58,973,Owner
37750,2012,Gasoline,Manual,65000,85,1229,Dealer
27500,2004,Diesel,Manual,185000,70,1248,Owner
35000,2006,Diesel,Manual,144000,70,1248,Owner
46000,2014,Gasoline,Manual,51000,85,1229,Dealer
25500,2004,LPG,Auto,223000,75,1199,Dealer
54000,2017,Gasoline,Manual,2964,70,1229,Dealer
26500,2004,Diesel,Manual,193000,70,1248,Owner
50200,2012,Gasoline,Auto,57500,100,1364,Owner
40750,2013,Diesel,Manual,137000,75,1248,Owner
33000,2005,Gasoline,Manual,113000,80,1229,Dealer
22000,2005,Diesel,Manual,220000,70,1248,Owner
33500,2005,Diesel,Manual,92000,70,1248,Owner
28000,2004,Diesel,Manual,178000,70,1248,Owner
24750,2000,LPG,Auto,150000,90,1389,Owner
25000,2001,Gasoline,Manual,100000,90,1389,Owner
23700,2004,Gasoline,Manual,220000,60,998,Owner
36500,2007,Gasoline,Auto,157000,80,1229,Owner
41750,2012,Diesel,Manual,142000,75,1248,Owner
19000,2000,LPG,Auto,244000,65,1199,Owner
20990,1997,LPG,Auto,207000,60,1389,Owner
25750,2001,LPG,Manual,182000,90,1389,Dealer
36000,2010,Diesel,Manual,220000,75,1248,Owner
29750,2007,Diesel,Manual,238000,75,1248,Owner
52000,2013,Diesel,Manual,39500,75,1248,Owner
16000,2003,Diesel,Manual,19400,70,1248,Owner
14750,1994,LPG,Manual,240000,45,1196,Owner
20000,2003,Diesel,Manual,269000,201,1801,Owner
35750,2009,LPG,Manual,102000,80,1229,Dealer
27500,2004,Diesel,Manual,160000,70,1248,Owner
27900,2005,Diesel,Manual,206000,70,1248,Owner
49750,2013,Diesel,Manual,54000,95,1248,Owner
26750,2004,Diesel,Manual,167000,70,1248,Owner
20000,2003,Diesel,Manual,318000,75,1686,Owner
45400,2011,Gasoline,Auto,92000,100,1364,Owner
35250,2008,LPG,Manual,170000,90,1364,Owner
42000,2011,Diesel,Manual,64000,75,1248,Dealer
14500,1994,LPG,Manual,240000,60,1389,Owner
15500,1997,Gasoline,Auto,110000,76,1201,Owner
23500,2000,LPG,Manual,211000,51,1200,Owner
41000,2010,Gasoline,Manual,40000,85,1229,Owner
25450,1999,LPG,Manual,165000,90,1389,Owner
52500,2012,LPG,Manual,50000,100,1364,Owner
21250,1999,Gasoline,Auto,207000,65,1199,Owner
29500,2003,Diesel,Manual,232000,75,1686,Owner
30000,2004,Diesel,Manual,200850,70,1248,Owner
73500,2017,Gasoline,Auto,2000,90,1398,Owner
49000,2012,Gasoline,Auto,72000,100,1364,Owner
32000,2007,Diesel,Manual,190000,75,1248,Owner
48900,2012,Gasoline,Auto,39000,100,1364,Owner
46000,2012,Gasoline,Auto,136497,100,1364,Dealer
26500,2005,Diesel,Auto,190000,70,1248,Owner
41500,2011,Diesel,Manual,108800,90,1248,Owner
24000,2004,LPG,Manual,165000,60,998,Owner
13000,1998,Gasoline,Manual,152900,90,1389,Owner
39999,2014,Diesel,Manual,135000,75,1248,Dealer
18350,1996,LPG,Manual,242000,60,1389,Owner
16000,1994,LPG,Manual,233000,60,1389,Owner
29000,2004,LPG,Auto,165000,75,1199,Dealer
22500,2000,LPG,Manual,258012,90,1389,Dealer
38500,2013,Gasoline,Manual,72000,85,1229,Dealer
46750,2014,Gasoline,Manual,25522,85,1229,Owner
21750,2004,Diesel,Manual,183000,70,1248,Owner
18750,2004,Diesel,Manual,255000,70,1248,Owner
37250,2010,Diesel,Manual,132000,75,1248,Owner
38250,2012,Diesel,Manual,155000,75,1248,Owner
27500,2004,Gasoline,Manual,162000,75,1199,Owner
32000,2001,Gasoline,Auto,70000,76,1201,Owner
46000,2012,Gasoline,Auto,100850,100,1364,Owner
33000,2006,LPG,Manual,145000,90,1364,Owner
39750,2012,Diesel,Manual,131000,75,1248,Owner
37200,2009,Diesel,Manual,132500,75,1248,Owner
23500,2000,Gasoline,Auto,128000,90,1389,Owner
52500,2014,Diesel,Manual,29500,75,1248,Owner
19000,2003,Diesel,Manual,290000,76,1601,Owner
25250,2003,LPG,Manual,181000,90,1389,Owner
56000,2016,LPG,Auto,48250,76,1201,Owner
38250,2013,Diesel,Manual,158000,75,1248,Owner
28750,2000,Gasoline,Auto,95000,90,1389,Dealer
48000,2014,Diesel,Manual,62800,75,1248,Owner
47500,2011,Gasoline,Auto,95000,76,1601,Owner
29750,2006,Gasoline,Auto,145000,80,1229,Dealer
39000,2009,Diesel,Manual,125000,51,1201,Owner
41500,2014,Diesel,Manual,166000,75,1248,Dealer
32500,2009,Gasoline,Manual,77000,80,1229,Owner
17250,1996,LPG,Manual,202384,51,1201,Owner
60950,2016,Gasoline,Auto,30000,90,1398,Dealer
53500,2015,Gasoline,Manual,54000,70,1229,Owner
19750,2004,Diesel,Manual,225000,70,1248,Owner
33900,2009,Gasoline,Manual,82000,80,1229,Dealer
31500,2012,LPG,Manual,87000,85,1229,Owner
25500,2004,Gasoline,Manual,195500,60,998,Dealer
34950,2013,Diesel,Manual,91000,75,1248,Dealer
19000,2000,LPG,Manual,199000,51,1201,Owner
24500,2003,Diesel,Manual,245000,151,1601,Dealer
27300,2002,Gasoline,Auto,142000,51,1200,Dealer
22000,2004,Diesel,Manual,259000,70,1248,Owner
53500,2015,Gasoline,Auto,31500,76,1201,Dealer
38000,2010,Gasoline,Manual,90000,85,1229,Owner
43750,2014,Diesel,Manual,95000,75,1248,Dealer
38000,2007,Gasoline,Manual,95000,90,1364,Owner
37500,2009,LPG,Auto,80500,80,1229,Owner
16500,1999,LPG,Manual,189000,65,1199,Dealer
20500,1999,Gasoline,Manual,161000,65,1199,Dealer
44750,2012,Diesel,Manual,99000,95,1248,Owner
24250,2003,Diesel,Manual,232000,101,1200,Owner
38000,2009,Diesel,Manual,168000,75,1248,Owner
33850,2010,Diesel,Manual,166000,80,1229,Owner
32500,2005,Gasoline,Manual,91000,80,1229,Dealer
39000,2009,Diesel,Manual,106000,75,1248,Dealer
34250,2009,Diesel,Manual,177000,75,1248,Owner
45500,2013,Gasoline,Manual,40000,100,1364,Owner
27500,2007,Diesel,Manual,230000,90,1248,Dealer
20750,1999,LPG,Manual,208000,90,1389,Dealer
44500,2014,Diesel,Manual,130000,75,1248,Dealer
31000,2006,Diesel,Manual,163000,70,1248,Owner
34500,2011,Diesel,Manual,170000,75,1248,Owner
63700,2017,Gasoline,Auto,9400,90,1398,Owner
42000,2009,Gasoline,Auto,46062,51,1200,Owner
47500,2012,Gasoline,Manual,42000,100,1364,Owner
31900,2007,Diesel,Manual,183000,75,1248,Dealer
32750,2004,LPG,Auto,145500,90,1364,Owner
45750,2010,Gasoline,Auto,97000,90,1364,Owner
48000,2013,Gasoline,Auto,80000,100,1364,Owner
48500,2014,Diesel,Manual,101000,75,1248,Dealer
20750,1999,Gasoline,Manual,136171,90,1389,Owner
21000,1999,LPG,Manual,211000,90,1389,Owner
38250,2014,Diesel,Manual,113000,75,1248,Dealer
38000,2013,Diesel,Manual,111000,75,1248,Dealer
33000,2004,LPG,Manual,220000,90,1364,Owner
61900,2017,Gasoline,Auto,13199,90,1398,Dealer
32250,2011,Diesel,Manual,198000,75,1248,Owner
41900,2011,Gasoline,Auto,37000,85,1229,Dealer
14250,1994,Gasoline,Manual,207000,82,1389,Owner
28000,2004,LPG,Manual,185000,90,1364,Dealer
34000,2004,Gasoline,Auto,170000,90,1364,Dealer
27500,2006,Diesel,Manual,183000,70,1248,Owner
12250,1994,LPG,Manual,198000,60,1389,Dealer
37250,2012,Diesel,Manual,135000,75,1248,Owner
19250,2000,Gasoline,Manual,210000,65,1199,Owner
40500,2010,LPG,Auto,80000,80,1229,Owner
47500,2015,Gasoline,Manual,22000,70,1229,Owner
39500,2009,Gasoline,Auto,84800,51,1201,Owner
54000,2012,Gasoline,Auto,19000,100,1364,Owner
68500,2017,LPG,Auto,5000,90,1398,Owner
20750,2000,Gasoline,Manual,144000,65,1199,Owner
38500,2012,Diesel,Manual,125000,75,1248,Owner
20750,2004,Gasoline,Manual,94000,60,998,Dealer
45000,2014,LPG,Manual,17000,85,1229,Owner
48950,2015,Gasoline,Auto,50700,90,1398,Dealer
26750,2004,Diesel,Manual,172000,70,1248,Dealer
38500,2011,Diesel,Manual,139000,75,1248,Owner
48750,2013,Gasoline,Auto,102000,100,1364,Owner
54700,2015,Gasoline,Auto,48000,76,1201,Dealer
52990,2016,Gasoline,Auto,36000,90,1398,Dealer
52000,2013,Gasoline,Auto,23900,100,1364,Owner
36250,2009,Gasoline,Manual,110000,76,1200,Owner
21000,1997,Gasoline,Manual,180000,90,1389,Dealer
25900,2004,Gasoline,Auto,135000,58,973,Dealer
58250,2015,Gasoline,Auto,25000,76,1201,Dealer
61900,2017,Gasoline,Auto,12000,90,1398,Dealer
42500,2012,Diesel,Manual,107000,75,1248,Dealer
33500,2004,Gasoline,Auto,175000,90,1364,Dealer
27750,2000,LPG,Auto,176000,90,1389,Owner
56000,2012,Diesel,Manual,26000,75,1248,Owner
75000,2017,Gasoline,Auto,17000,76,1201,Owner
29750,2006,Diesel,Manual,139000,75,1248,Owner
34000,2010,LPG,Manual,93000,76,1201,Owner
49500,2013,Diesel,Manual,83000,76,1201,Owner
31500,2007,LPG,Manual,177000,80,1229,Owner
24500,2003,Gasoline,Auto,140000,60,998,Dealer
45750,2011,Gasoline,Auto,118951,85,1229,Dealer
27900,2011,LPG,Manual,132000,76,1201,Owner
26500,2004,Gasoline,Auto,110000,60,998,Dealer
38500,2011,Gasoline,Auto,60000,76,1201,Dealer
15500,1994,LPG,Manual,0,45,1196,Dealer
46250,2012,Diesel,Manual,83750,75,1248,Owner
61500,2016,Gasoline,Auto,41000,90,1398,Owner
33500,2008,LPG,Auto,127000,76,1200,Owner
41000,2009,Gasoline,Manual,70000,80,1229,Dealer
19000,1999,Gasoline,Manual,202000,65,1199,Dealer
20750,1997,LPG,Manual,187000,90,1389,Dealer
47000,2015,Gasoline,Manual,18000,70,1229,Dealer
24999,1998,Gasoline,Auto,120455,90,1389,Dealer
47250,2013,Gasoline,Auto,116000,85,1229,Dealer
33900,2005,Gasoline,Auto,111000,76,1201,Dealer
23750,2002,LPG,Manual,168000,90,1389,Owner
24400,1998,LPG,Auto,193000,76,1201,Owner
30000,2006,Diesel,Manual,180000,70,1248,Dealer
38000,2008,Gasoline,Auto,51000,80,1229,Owner
19750,1999,LPG,Manual,250000,65,1199,Owner
47750,2013,Diesel,Manual,105000,95,1248,Owner
38500,2009,Gasoline,Auto,110000,80,1229,Dealer
43250,2013,Diesel,Manual,83000,75,1248,Dealer
17250,1997,LPG,Manual,220000,60,1389,Owner
45000,2013,LPG,Auto,43000,100,1364,Owner
31750,2007,Diesel,Manual,180000,90,1248,Owner
51000,2016,Gasoline,Manual,28000,51,1201,Owner
56000,2015,Gasoline,Auto,61700,76,1401,Dealer
43750,2013,Diesel,Manual,100000,51,1201,Dealer
44000,2012,Gasoline,Manual,41000,100,1364,Dealer
21750,1998,LPG,Manual,211000,76,1201,Owner
30000,2008,Gasoline,Auto,201000,80,1229,Owner
25750,2001,LPG,Manual,160000,76,1201,Owner
70000,2017,Gasoline,Auto,3500,90,1398,Owner
24750,2000,Gasoline,Manual,102500,90,1389,Owner
21750,1997,LPG,Auto,124000,90,1389,Dealer
59500,2015,Gasoline,Auto,17000,90,1398,Dealer
12900,2005,Diesel,Manual,205000,70,1248,Owner
56500,2016,Gasoline,Auto,54000,90,1398,Dealer
61500,2016,Gasoline,Auto,5850,90,1398,Owner
14900,1993,LPG,Manual,245000,60,1389,Owner
62500,2017,Gasoline,Auto,8600,90,1398,Dealer
48500,2014,Diesel,Manual,58800,75,1248,Dealer
36000,2007,Diesel,Manual,173000,101,1201,Dealer
36500,2006,Diesel,Manual,53000,75,1248,Owner
23000,1999,LPG,Auto,235000,90,1389,Owner
41000,2012,Gasoline,Manual,77000,100,1364,Owner
41500,2009,Diesel,Manual,100000,51,1201,Owner
38750,2009,Gasoline,Auto,85000,90,1364,Owner
24800,1999,LPG,Manual,170000,90,1389,Owner
29000,2004,Gasoline,Auto,123000,90,1364,Owner
27000,2003,LPG,Manual,193000,90,1364,Dealer
18900,2001,LPG,Manual,214000,51,1200,Owner
39750,2013,Diesel,Manual,97000,75,1248,Owner
62000,2014,Gasoline,Auto,30000,76,1201,Dealer
20000,2003,Diesel,Manual,20000,51,1601,Dealer
37900,2013,Diesel,Manual,79000,75,1248,Dealer
59550,2017,Gasoline,Auto,11762,90,1398,Dealer
28150,2004,Diesel,Auto,165829,70,1248,Owner
65400,2017,Gasoline,Auto,3000,90,1398,Dealer
64750,2017,Gasoline,Auto,6000,76,1201,Dealer
19800,1998,LPG,Manual,205000,60,1389,Owner
30450,2005,Diesel,Manual,146000,70,1248,Owner
33800,2008,Diesel,Manual,164000,76,1201,Dealer
59750,2015,Diesel,Manual,60000,75,1248,Dealer
27800,2008,Gasoline,Auto,113000,76,1201,Dealer
41850,2007,LPG,Auto,110000,90,1364,Owner
30700,2008,Diesel,Manual,201500,75,1248,Owner
25500,2006,Diesel,Manual,213000,75,1248,Owner
50750,2016,Gasoline,Manual,26000,70,1229,Owner
22000,2001,LPG,Manual,235000,76,1201,Owner
45250,2012,Diesel,Manual,104000,75,1248,Owner
32000,2005,Gasoline,Auto,160000,90,1364,Dealer
54750,2015,Gasoline,Auto,36000,51,1201,Owner
24000,2000,LPG,Manual,142777,90,1389,Owner
23499,2003,Gasoline,Auto,171000,58,973,Owner
35000,2008,Diesel,Manual,120000,90,1248,Owner
31000,2005,Gasoline,Manual,125000,80,1229,Owner
56750,2015,Gasoline,Auto,38000,76,1201,Owner
18750,1999,LPG,Auto,174000,65,1199,Owner
33000,2007,Gasoline,Manual,48200,80,1229,Owner
20500,1999,LPG,Manual,167000,90,1389,Owner
34500,2008,Diesel,Manual,169000,75,1248,Owner
38500,2010,LPG,Manual,100000,85,1229,Owner
34500,2012,Diesel,Manual,170000,51,1201,Owner
30350,2004,Gasoline,Auto,165000,90,1364,Dealer
59150,2017,Gasoline,Auto,23091,90,1398,Dealer
24250,1999,Gasoline,Auto,148000,90,1389,Dealer
48500,2011,Gasoline,Auto,22750,100,1364,Dealer
18250,2003,Diesel,Manual,224000,76,1601,Owner
38750,2013,Diesel,Manual,116000,75,1248,Owner
27500,2008,LPG,Manual,148000,90,1364,Owner
36250,2008,Gasoline,Manual,72222,80,1229,Owner
27500,2004,Diesel,Manual,203000,70,1248,Dealer
37500,2011,LPG,Auto,145000,85,1229,Dealer
24000,2004,Gasoline,Manual,128000,75,1199,Owner
26900,2006,Gasoline,Manual,100500,80,1229,Dealer
52500,2017,Gasoline,Manual,6200,70,1229,Owner
30750,2005,Gasoline,Manual,119000,80,1229,Owner
32500,2007,Diesel,Manual,132000,75,1248,Owner
58950,2015,Diesel,Manual,32654,75,1248,Owner
40500,2011,Diesel,Manual,110158,75,1248,Owner
43999,2014,Diesel,Manual,108000,75,1248,Owner
17000,1996,LPG,Manual,129000,60,1389,Owner
31000,2005,Diesel,Manual,176800,70,1248,Owner
29500,2004,LPG,Manual,159500,90,1364,Owner
35000,2010,LPG,Manual,58000,100,1364,Owner
18250,1997,LPG,Manual,231000,51,1201,Owner
25750,2004,Diesel,Manual,187000,70,1248,Owner
26500,2006,Diesel,Manual,169000,70,1248,Owner
30750,2008,LPG,Manual,175000,80,1229,Owner
24750,2004,Diesel,Manual,197000,101,1201,Owner
47750,2014,Gasoline,Manual,52000,85,1229,Dealer
35500,2007,Diesel,Manual,156000,75,1248,Owner
54750,2013,Gasoline,Auto,64400,76,1201,Owner
35000,2012,Diesel,Manual,82000,75,1248,Owner
42900,2011,Diesel,Manual,102700,90,1248,Owner
33000,2007,Diesel,Manual,145000,75,1248,Owner
52250,2011,Diesel,Manual,61000,75,1248,Owner
36500,2007,Diesel,Manual,185000,90,1248,Dealer
25000,2000,Gasoline,Auto,121000,76,1201,Owner
42000,2007,Gasoline,Auto,74000,80,1229,Owner
16500,1997,LPG,Manual,186606,90,1389,Owner
47500,2013,Gasoline,Auto,48500,100,1364,Owner
20200,1998,Gasoline,Auto,129000,60,1389,Owner
50250,2009,Gasoline,Auto,37217,90,1364,Dealer
39500,2013,Diesel,Manual,90000,51,1201,Owner
16000,1994,LPG,Manual,161000,54,1389,Owner
51000,2012,Gasoline,Auto,19000,100,1364,Owner
31000,2004,Diesel,Manual,119000,70,1248,Owner
25000,2000,Gasoline,Manual,194000,65,1199,Owner
30000,2004,Diesel,Manual,190000,70,1248,Owner
17750,1997,LPG,Manual,225196,51,1201,Owner
32750,2007,Diesel,Manual,189000,75,1248,Owner
44500,2014,Diesel,Manual,110000,75,1248,Dealer
43000,2013,Diesel,Manual,91000,75,1248,Dealer
48000,2015,Diesel,Manual,90000,75,1248,Dealer
19500,1999,LPG,Manual,220000,90,1389,Dealer
19500,1998,LPG,Manual,170000,60,1389,Owner
56500,2016,Gasoline,Auto,54000,90,1398,Dealer
37500,2008,Gasoline,Manual,88450,76,1201,Owner
61750,2016,Gasoline,Auto,7600,90,1398,Owner
22000,1998,LPG,Manual,136000,76,1401,Owner
73500,2012,Gasoline,Manual,21000,192,1598,Dealer
17600,2003,Diesel,Manual,270000,76,1601,Dealer
46500,2014,Diesel,Manual,87900,75,1248,Dealer
18500,1999,Gasoline,Manual,141000,65,1199,Owner
19750,2004,Diesel,Manual,205000,76,1201,Owner
12000,1993,LPG,Manual,187000,76,1201,Owner
42500,2009,Gasoline,Auto,68500,80,1229,Owner
35750,2012,LPG,Manual,142257,100,1364,Owner
34750,2010,Diesel,Manual,135000,90,1248,Dealer
40500,2014,Diesel,Manual,131500,75,1248,Dealer
